case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
189,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.279,505,3,0,508,1,
190,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.514,613,3,0,616,1,
190,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.838,613,3,0,616,1,
190,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.626,613,3,0,616,1,
191,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.683,536,37,34,573,1,
191,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.256,536,23,20,559,1,
191,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,14.593,536,3,0,539,1,
192,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,17.486,650,3,0,653,1,
192,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.645,650,3,0,653,1,
192,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.799,650,3,0,653,1,
193,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.431,677,3,0,680,1,
193,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,1.654,677,3,0,680,1,
193,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.731,677,22,19,699,1,
194,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,1.646,539,3,0,542,1,
194,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.32,539,18,15,557,1,
194,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.795,539,3,0,542,1,
195,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,10.221,578,99,95,677,1,
195,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,4.956,578,71,68,649,1,
195,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.208,578,42,39,620,1,
196,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.001,485,109,106,594,1,
196,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,13.981,485,65,62,550,1,
196,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.976,485,31,27,516,1,
197,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,2.711,599,3,0,602,1,
197,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,2.724,599,23,20,622,1,
197,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,2.642,599,28,25,627,1,
198,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.42,620,37,33,657,1,
198,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,5.162,620,37,33,657,1,
198,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,4.356,620,30,26,650,1,
199,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,5.01,612,26,23,638,1,
199,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,1.892,612,3,0,615,1,
199,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.395,612,3,0,615,1,
200,glm-5.3,S4,A,C,False,glm-5.3,glm-5.3,C,3.38,512,56,53,568,1,
200,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.244,512,3,0,515,1,
200,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,4.817,512,54,51,566,1,
201,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,9.706,597,56,53,653,1,
201,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.825,597,3,0,600,1,
201,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,6.356,597,74,71,671,1,
202,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.396,540,3,0,543,1,
202,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.697,540,3,0,543,1,
202,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,4.586,540,70,66,610,1,
203,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.131,584,62,59,646,1,
203,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,8.152,584,3,0,587,1,
203,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,2.109,584,3,0,587,1,
204,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.553,592,16,13,608,1,
204,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.163,592,16,13,608,1,
204,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.793,592,3,0,595,1,
205,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.602,605,35,32,640,1,
205,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.106,605,28,25,633,1,
205,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.637,605,32,29,637,1,
206,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,14.303,465,17,12,482,1,
206,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.003,465,16,12,481,1,
206,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.009,465,3,0,468,1,
207,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,6.777,510,84,81,594,1,
207,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,10.563,510,3,0,513,1,
207,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.039,510,3,0,513,1,
208,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.11,521,3,0,524,1,
208,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,8.185,521,54,50,575,1,
208,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,9.195,521,108,105,629,1,
209,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,4.883,561,3,0,564,1,
209,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.659,561,3,0,564,1,
209,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,16.561,561,3,0,564,1,
210,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.94,665,42,39,707,1,
210,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,9.081,665,31,28,696,1,
210,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,4.305,665,44,41,709,1,
211,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.809,569,39,35,608,1,
211,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.861,569,3,0,572,1,
211,glm-5.3,S6,B,C,False,glm-5.3,glm-5.3,C,4.156,569,54,50,623,1,
212,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.663,665,14,11,679,1,
212,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.392,665,23,19,688,1,
212,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,20.362,665,3,0,668,1,
213,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.469,583,39,36,622,1,
213,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,2.836,583,3,0,586,1,
213,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,1.755,583,3,0,586,1,
214,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,6.14,643,3,0,646,1,
214,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.521,643,3,0,646,1,
214,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,7.546,643,142,139,785,1,
215,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.089,587,3,0,590,1,
215,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,1.744,587,3,0,590,1,
215,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,7.218,587,3,0,590,1,
216,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,3.89,636,63,59,699,1,
216,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,6.128,636,42,39,678,1,
216,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.219,636,22,18,658,1,
217,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,7.067,647,25,22,672,1,
217,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.126,647,34,31,681,1,
217,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.998,647,44,41,691,1,
218,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,9.385,611,83,79,694,1,
218,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,3.9,611,36,32,647,1,
218,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.373,611,91,88,702,1,
219,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,13.671,601,3,0,604,1,
219,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,5.059,601,41,37,642,1,
219,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,1.754,601,3,0,604,1,
220,glm-5.3,S4,D,B,False,glm-5.3,glm-5.3,B,7.241,558,92,89,650,1,
220,glm-5.3,S5,D,C,False,glm-5.3,glm-5.3,C,4.97,558,85,82,643,1,
220,glm-5.3,S6,D,C,False,glm-5.3,glm-5.3,C,8.977,558,83,80,641,1,
221,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.677,690,3,0,693,1,
221,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.68,690,27,24,717,1,
221,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.175,690,3,0,693,1,
222,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,4.579,565,82,79,647,1,
222,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,5.828,565,95,92,660,1,
222,glm-5.3,S6,C,A,False,glm-5.3,glm-5.3,A,3.042,565,3,0,568,1,
223,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,2.54,448,14,10,462,1,
223,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,5.689,448,3,0,451,1,
223,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,3.408,448,3,0,451,1,
224,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.115,594,50,47,644,1,
224,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.28,594,38,35,632,1,
224,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,8.582,594,30,26,624,1,
225,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.883,613,36,33,649,1,
225,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.725,613,30,27,643,1,
225,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.664,613,3,0,616,1,
226,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.958,487,65,62,552,1,
226,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,2.695,487,3,0,490,1,
226,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.51,487,3,0,490,1,
227,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.798,554,3,0,557,1,
227,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.995,554,13,10,567,1,
227,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.185,554,27,24,581,1,
228,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,2.339,588,3,0,591,1,
228,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,2.803,588,3,0,591,1,
228,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.788,588,27,24,615,1,
229,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,6.448,603,136,132,739,1,
229,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,7.113,603,57,54,660,1,
229,glm-5.3,S6,C,A,False,glm-5.3,glm-5.3,A,1.642,603,3,0,606,1,
230,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,12.34,635,139,136,774,1,
230,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.051,635,58,55,693,1,
230,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.588,635,38,35,673,1,
231,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.84,635,3,0,638,1,
231,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.488,635,3,0,638,1,
231,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,13.401,635,3,0,638,1,
232,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.597,520,3,0,523,1,
232,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.34,520,3,0,523,1,
232,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.155,520,3,0,523,1,
233,glm-5.3,S4,B,A,False,glm-5.3,glm-5.3,A,4.499,618,83,80,701,1,
233,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,6.324,618,3,0,621,1,
233,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,2.033,618,3,0,621,1,
234,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.84,595,22,19,617,1,
234,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.77,595,20,17,615,1,
234,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.242,595,51,46,646,1,
235,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,3.099,531,3,0,534,1,
235,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.561,531,3,0,534,1,
235,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,9.833,531,3,0,534,1,
236,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,2.44,595,3,0,598,1,
236,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.719,595,25,22,620,1,
236,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.798,595,23,20,618,1,
237,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.12,512,3,0,515,1,
237,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.747,512,35,31,547,1,
237,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,7.018,512,90,86,602,1,
238,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,11.05,595,85,82,680,1,
238,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,19.966,595,109,106,704,1,
238,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,4.126,595,75,72,670,1,
239,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.696,662,3,0,665,1,
239,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.949,662,3,0,665,1,
239,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,5.237,662,3,0,665,1,
240,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,7.678,508,64,61,572,1,
240,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,5.796,508,154,151,662,1,
240,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,3.027,508,39,35,547,1,
241,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.744,464,10,7,474,1,
241,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.659,464,3,0,467,1,
241,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,21.825,464,3,0,467,1,
242,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.064,600,3,0,603,1,
242,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.166,600,3,0,603,1,
242,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.547,600,3,0,603,1,
243,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,8.655,525,32,29,557,1,
243,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,2.042,525,3,0,528,1,
243,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.646,525,3,0,528,1,
244,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,2.078,650,3,0,653,1,
244,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.053,650,3,0,653,1,
244,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.716,650,3,0,653,1,
245,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,1.748,475,13,10,488,1,
245,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.212,475,3,0,478,1,
245,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,1.514,475,3,0,478,1,
246,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.351,615,3,0,618,1,
246,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.026,615,37,34,652,1,
246,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.566,615,29,25,644,1,
247,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.623,544,24,20,568,1,
247,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,18.6,544,48,45,592,1,
247,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.119,544,33,30,577,1,
248,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,18.619,544,3,0,547,1,
248,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,5.312,544,25,22,569,1,
248,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.943,544,25,22,569,1,
249,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,4.67,637,62,59,699,1,
249,glm-5.3,S5,A,B,False,glm-5.3,glm-5.3,B,4.528,637,61,57,698,1,
249,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,11.035,637,34,31,671,1,
250,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,3.534,610,28,25,638,1,
250,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.684,610,34,31,644,1,
250,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,14.282,610,25,22,635,1,
251,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,11.111,438,73,70,511,1,
251,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.676,438,30,27,468,1,
251,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.554,438,23,20,461,1,
252,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,1.504,591,3,0,594,1,
252,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,2.832,591,3,0,594,1,
252,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,5.148,591,3,0,594,1,
253,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,1.778,551,3,0,554,1,
253,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,7.894,551,3,0,554,1,
253,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,4.099,551,39,35,590,1,
254,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,12.034,646,3,0,649,1,
254,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,3.654,646,62,59,708,1,
254,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,4.693,646,102,99,748,1,
255,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,9.718,676,3,0,679,1,
255,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.476,676,3,0,679,1,
255,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.369,676,3,0,679,1,
256,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,8.772,677,91,88,768,1,
256,glm-5.3,S5,B,C,False,glm-5.3,glm-5.3,C,1.633,677,3,0,680,1,
256,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.902,677,3,0,680,1,
257,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,2.423,668,3,0,671,1,
257,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,17.71,668,31,28,699,1,
257,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,3.554,668,35,32,703,1,
258,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,8.169,635,95,91,730,1,
258,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,3.219,635,26,23,661,1,
258,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,2.873,635,26,23,661,1,
259,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,3.991,589,45,42,634,1,
259,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,2.964,589,42,39,631,1,
259,glm-5.3,S6,C,A,False,glm-5.3,glm-5.3,A,1.979,589,3,0,592,1,
260,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,10.97,629,45,42,674,1,
260,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,4.986,629,78,75,707,1,
260,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,3.571,629,25,21,654,1,
261,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.339,635,63,59,698,1,
261,glm-5.3,S5,B,C,False,glm-5.3,glm-5.3,C,7.393,635,74,71,709,1,
261,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,22.69,635,74,71,709,1,
262,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,9.097,667,27,24,694,1,
262,glm-5.3,S5,C,C,True,glm-5.3,glm-5.3,C,4.687,667,43,40,710,1,
262,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,20.25,667,35,32,702,1,
263,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,5.347,512,176,172,688,1,
263,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.62,512,26,23,538,1,
263,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,2.786,512,3,0,515,1,
264,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.765,519,3,0,522,1,
264,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.83,519,41,38,560,1,
264,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.769,519,3,0,522,1,
265,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.112,644,18,14,662,1,
265,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.033,644,24,21,668,1,
265,glm-5.3,S6,B,A,False,glm-5.3,glm-5.3,A,2.657,644,3,0,647,1,
266,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.01,515,51,48,566,1,
266,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,3.053,515,37,32,552,1,
266,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.014,515,3,0,518,1,
267,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,1.954,696,3,0,699,1,
267,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.394,696,3,0,699,1,
267,glm-5.3,S6,A,C,False,glm-5.3,glm-5.3,C,2.53,696,3,0,699,1,
268,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.325,578,3,0,581,1,
268,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.4,578,3,0,581,1,
268,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.224,578,3,0,581,1,
269,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,10.964,509,32,29,541,1,
269,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.552,509,3,0,512,1,
269,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,2.89,509,3,0,512,1,
270,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.04,497,3,0,500,1,
270,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.074,497,3,0,500,1,
270,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.821,497,3,0,500,1,
271,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,3.647,681,48,44,729,1,
271,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,2.601,681,36,31,717,1,
271,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,2.021,681,3,0,684,1,
272,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.689,617,15,12,632,1,
272,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.476,617,3,0,620,1,
272,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.71,617,22,19,639,1,
273,glm-5.3,S4,C,C,True,glm-5.3,glm-5.3,C,5.333,578,29,25,607,1,
273,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,15.104,578,24,21,602,1,
273,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,22.541,578,17,14,595,1,
274,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,3.068,653,3,0,656,1,
274,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,3.804,653,3,0,656,1,
274,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,1.939,653,3,0,656,1,
275,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,4.728,628,3,0,631,1,
275,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,4.456,628,17,14,645,1,
275,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,4.084,628,28,25,656,1,
276,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.271,569,24,21,593,1,
276,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,1.832,569,3,0,572,1,
276,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,2.436,569,24,20,593,1,
277,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.963,658,3,0,661,1,
277,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,1.847,658,3,0,661,1,
277,glm-5.3,S6,A,B,False,glm-5.3,glm-5.3,B,1.775,658,3,0,661,1,
278,glm-5.3,S4,A,A,True,glm-5.3,glm-5.3,A,2.166,735,3,0,738,1,
278,glm-5.3,S5,A,A,True,glm-5.3,glm-5.3,A,2.816,735,3,0,738,1,
278,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,2.722,735,3,0,738,1,
279,glm-5.3,S4,A,B,False,glm-5.3,glm-5.3,B,5.297,538,3,0,541,1,
279,glm-5.3,S5,A,C,False,glm-5.3,glm-5.3,C,9.644,538,26,23,564,1,
279,glm-5.3,S6,A,A,True,glm-5.3,glm-5.3,A,3.047,538,35,32,573,1,
280,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,4.173,655,46,42,701,1,
280,glm-5.3,S5,C,B,False,glm-5.3,glm-5.3,B,3.043,655,32,29,687,1,
280,glm-5.3,S6,C,C,True,glm-5.3,glm-5.3,C,8.801,655,20,17,675,1,
281,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.959,549,38,34,587,1,
281,glm-5.3,S5,B,B,True,glm-5.3,glm-5.3,B,2.865,549,24,20,573,1,
281,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,5.901,549,21,18,570,1,
282,glm-5.3,S4,C,B,False,glm-5.3,glm-5.3,B,2.872,442,3,0,445,1,
282,glm-5.3,S5,C,A,False,glm-5.3,glm-5.3,A,4.818,442,3,0,445,1,
282,glm-5.3,S6,C,B,False,glm-5.3,glm-5.3,B,3.246,442,35,31,477,1,
283,glm-5.3,S4,B,B,True,glm-5.3,glm-5.3,B,2.54,597,28,24,625,1,
283,glm-5.3,S5,B,A,False,glm-5.3,glm-5.3,A,4.709,597,84,81,681,1,
283,glm-5.3,S6,B,B,True,glm-5.3,glm-5.3,B,20.802,597,117,114,714,1,
284,glm-5.3,S4,C,A,False,glm-5.3,glm-5.3,A,5.69,552,3,0,555,1,
